"CAR_SE_ALOPER";"NUM_OPER_ALIM_ALOPER";"NOME_ALOPER";"TOT_CONS_ALOPER";"TOT_KVA_ALOPER";"QTDE_POSTO_ALOPER";"COMPRIM_TOT_ALOPER";"NVL(AO.INDIC_ALIM_EXPRES_ALOPER,'N')";"CONJUNTO"
75254;752545341;HERMES VISSOTO;1454;5394;116;42.12;N;15572
75254;752545342;PORTO CAMARGO;1109;14316;366;142.08;N;15572
75594;755945343;COLPAR;3172;10165;163;41.76;N;14691
75594;755945344;RONCOLATO;2781;14486;421;198.54;N;14691
75024;750245345;ESPERANCA;2149;15385;251;131.16;N;14696
72570;725705346;CASCATINHA;1890;6668;68;44.53;N;14659
71900;719005347;SANEPAR;179;11550;5;2.25;N;16775
72570;725705348;SANTA ROSA;3415;7192;134;59.81;N;14659
72500;725005349;BATALHAO;2453;14718;93;13.04;N;15577
72500;725005350;FLORESTA;2140;11148;80;14.47;N;15577
71900;719005351;JARDIM IPE;8622;11772;115;22.63;N;16775
72770;727705352;UNICENTRO;4473;8535;103;24.96;N;14642
72500;725005353;BELVEDERE;3460;14598;150;28.54;N;15577
72500;725005354;BEIRA RIO;3705;17810;143;21.78;N;15577
74743;747435355;VALE;4397;9898;122;21.97;N;15567
72500;725005356;PETROPOLIS;3927;7478;92;14.24;N;15577
72500;725005357;LANCASTER;1690;9538;79;11.61;N;15577
72500;725005358;VIADUTO;1189;11102;46;9.48;N;15577
75264;752645359;SOALGO;3386;16290;311;118.24;N;14691
75234;752345361;BARREIRO;1228;5856;116;80.44;N;14659
72205;722055362;ITAQUI;1;0;0;0.02;N;14684
72205;722055363;CIDADE 2;1;0;0;0.02;N;14684
72205;722055364;EXPEDICIONARIOS;1;0;0;0.03;N;14684
72205;722055365;INCEPA;2;0;0;0.03;N;14684
72205;722055366;CIDADE 1;1;0;0;0.03;N;14684
72370;723705367;CHRYSLER 1;0;10000;0;1.24;N;14684
72370;723705368;TRITEC 1;0;150;1;0.25;N;14684
72370;723705369;CHRYSLER 2;0;0;0;1.26;N;14684
72370;723705371;CERAMICA;0;0;0;0.05;N;14684
72370;723705373;TRES CORREGOS;0;0;0;0.05;N;14684
72370;723705375;COMBIBLOC;0;0;0;0.06;N;14684
75129;751295377;IBICATU;308;4994;103;97.78;N;14659
75129;751295378;RONDON;2606;4500;60;14.62;N;14659
75594;755945379;CASA BRANCA;1448;11168;506;237.03;N;14691
75319;753195380;AGUA DAS ANTAS;2562;13103;334;224.18;N;14659
72206;722065381;MACEIO;2344;12630;208;63.69;N;14683
72206;722065382;FLORIANOPOLIS;2225;7822;79;15.49;N;14683
75319;753195383;BARRA DOURADA;1486;6950;97;33.77;N;14659
75630;756305384;JOAO PESSOA;2969;9750;198;74.68;N;16780
75264;752645385;CASTELO BRANCO;3078;9512;97;17.18;N;14691
75167;751675386;PAREDAO;1201;11858;931;365.16;N;15959
75925;759255387;RIO;2354;7340;71;15.2;N;15929
72980;729805389;SANTA ROSA;1641;7212;44;11.54;N;15927
71400;714005390;CARBONIFERAS;764;6146;49;35.72;N;15940
71400;714005391;FIGUEIRA;2527;7242;79;19.88;N;15940
71400;714005392;SAPOPEMA;0;0;0;0.01;N;15940
74045;740455393;COUTO PEREIRA;4288;29488;77;8.17;N;15925
72583;725835394;TRAJANO;4574;10752;125;29.14;N;15565
75775;757755395;RIO BAIO;304;3552;115;32.78;N;14687
74130;741305396;SHOPPING CURITIBA;270;8858;8;1.58;N;16758
74130;741305397;ESTACAO SHOW;5673;39982;85;6.97;N;16758
74130;741305398;CRISTAL PLAZA;788;14768;38;3.58;N;16758
74130;741305399;CEFET;5348;22000;65;6.48;N;16758
72900;729005400;VILA ESPERANCA;6748;14090;156;26.42;N;15929
75786;757865401;PATROCINIO;2254;10970;296;98.41;N;14691
72980;729805402;MIGUEL FORTES;3649;10188;240;65.94;N;15927
72980;729805403;PORTO VITORIA;794;13199;371;129.83;N;15927
72020;720205404;SANEPAR;3694;17142;577;250.37;N;14691
75789;757895405;DAMASCO;3532;7568;88;20.79;N;14687
75974;759745406;POPULAR;1363;5812;143;42.69;N;15572
75925;759255407;LONGE VISTA;2614;11170;98;24.46;N;15929
72020;720205408;PAREDAO;1764;10106;418;157.7;N;14691
72020;720205409;COCAMAR;3239;14658;412;180.06;N;14691
75974;759745410;ROBERTO SILVEIRA;238;4550;126;128.12;N;15572
71830;718305411;EMBOQUE;1803;19960;915;254.39;N;14687
75167;751675412;SANTANA;1930;20451;1246;464.24;N;15959
74145;741455414;ARACA;502;7365;9;3.96;N;16759
75998;759985415;GUABIROBA;870;16350;273;129.63;N;14638
74200;742005416;REBOUCAS;810;5428;28;4.49;N;15974
74200;742005417;JOAO NEGRAO;3285;24510;58;6.02;N;15974
72823;728235418;COLONIAS;945;14242;544;204.03;N;14638
74200;742005419;JUVEVE;5179;13438;89;7.74;N;15974
72290;722905420;PARAIBA;3026;18498;317;103.28;N;14672
75262;752625421;POMBAL;816;9182;474;158;N;15947
74200;742005422;CENTRO CIVICO;3620;15108;70;5.57;N;15974
74200;742005423;SETE DE SETEMBRO;835;19475;37;6.95;N;15974
74200;742005424;DOUTOR FAIVRE;5508;23140;90;7.18;N;15974
75174;751745425;JARDIM MIRELLE;2716;5565;89;20.29;N;15940
71800;718005426;BARAUNA;3799;13865;164;43.26;N;15574
72290;722905427;ESTACAO;3752;11230;118;23.44;N;14672
75262;752625428;REDENTOR;2429;8100;109;22.77;N;15947
74210;742105429;FRANCA;1600;10000;22;5.285;N;14592
74210;742105430;AMERICA;1995;14500;29;5.627;N;14592
74210;742105431;BRASIL;1722;14000;29;4.964;N;14592
74210;742105432;CANADA;1890;14500;27;5.293;N;14592
74210;742105433;DINAMARCA;0;0;0;4.938;N;14592
74210;742105434;EUROPA;1926;14000;26;5.515;N;14592
74210;742105435;HOLANDA;973;11500;23;5.24;N;14592
74210;742105436;ITALIA;0;0;0;4.416;N;14592
74210;742105437;JAPAO;1414;10000;23;5.148;N;14592
74210;742105438;GRECIA;1650;10000;22;4.591;N;14592
72988;729885439;RECANTO FELIZ;1;1414;0;201.02;N;16770
72290;722905441;CENTRO;3466;14690;115;14.42;N;14672
72290;722905442;CHEINA;5813;19848;191;35.04;N;14672
72988;729885443;XARQUINHO;1;0;0;0.01;N;16770
72985;729855444;REGENTE;3363;16010;89;12.26;N;15573
75759;757595445;STO ANTONIO DO CAIUA;1433;9972;305;265.3;N;15945
72290;722905446;CIANORTINHO;199;13235;119;60.06;N;14672
75679;756795448;RELIQUIA;779;8930;226;134.98;N;14651
75559;755595449;CRUZEIRO DO SUL;2118;10198;284;123.33;N;15945
75723;757235450;RUBI;3769;8888;123;61.05;N;14665
75849;758495451;INDUSEM;4101;10813;177;87.03;N;14665
72988;729885452;COAMIG;1;0;0;0.02;N;16770
75786;757865453;GURUCAIA;1764;13972;534;234.8;N;14691
72988;729885454;GUARANI;0;0;0;0.02;N;16770
72575;725755455;CENTRO;0;0;0;0.01;N;14619
72575;725755457;MANOEL RIBAS;0;0;0;0.01;N;14619
72575;725755458;MORRO ALTO;0;0;0;0.01;N;14619
74125;741255460;RIVIERA;990;20392;70;17.08;N;15579
72575;725755461;BOQUEIRAO;1;0;0;0.01;N;14619
75749;757495462;GRAZINA;2504;12325;83;16.16;N;15967
72575;725755463;BRIGADEIRO ROCHA;0;0;0;0.01;N;14619
72575;725755464;VILA PEQUENA;0;0;0;0.01;N;14619
75261;752615465;TRES PONTES;372;4416;112;92.1;N;15565
75634;756345466;FERNANDES PINHEIRO;1016;8042;92;50.59;N;15565
75634;756345467;JOSE VIANA;2242;9012;110;27.98;N;15565
74125;741255468;SANTANA;2333;23718;96;18.27;N;15579
72930;729305469;XAXIM;1253;35113;708;277.47;N;15928
74045;740455470;BASE AEREA;1695;7960;46;7.91;N;15925
71480;714805471;MADEIRAS;138;17030;52;13.35;N;15941
72583;725835472;LAGOA;4106;16878;447;160.2;N;15565
75459;754595473;MARQUINHO;600;4275;117;67.3;N;14659
75614;756145474;PARANAPANEMA;1780;9375;70;57.14;N;14659
75239;752395475;CERTOL;957;13784;783;351.12;N;14668
75634;756345478;ANGAI;1229;11418;605;259.89;N;15565
71730;717305479;MERGULHAO;3708;10732;85;11.16;N;15919
71730;717305480;JACUMIRIM;1874;26368;113;26.6;N;15919
75742;757425481;PANORAMA;2054;10375;198;141.64;N;14666
75742;757425482;LOYOLA;1296;4522;52;14.86;N;14666
75294;752945483;BANDEIRANTES;2033;11710;92;55.72;N;14698
75749;757495485;JACUACU;1560;13551;410;181.83;N;15967
75294;752945486;MARANHAO;1096;13982;73;42.55;N;14698
75296;752965487;TIBAGI;457;2922;62;23.48;N;14671
75957;759575488;ITAIPU;4593;14348;167;34.38;N;15577
75957;759575489;UNIVERSITARIO;4400;8722;117;26.35;N;15577
71050;710505494;BIGUACU;5164;10002;173;65.94;N;16755
75296;752965496;IRPASA;1576;7688;122;49.43;N;14671
74755;747555497;IMBITUBA;45;10858;2;1.98;N;15922
75122;751225498;ROSEIRA;2569;17623;368;172.65;N;14671
75122;751225499;FERROVIARIO;3103;7546;167;58.92;N;14671
75082;750825500;PEDERNEIRAS;4233;26123;840;279.04;N;15973
75270;752705501;CARAMURU;1396;14495;108;33.67;N;14626
74145;741455502;SAVANA;3961;9892;93;16.67;N;16759
75270;752705503;PANAMA;16;1762;4;1.63;N;14626
71050;710505504;AMERICA;2998;10490;85;15.72;N;16755
75270;752705505;PORTAL DO SOL;1247;12795;64;13.68;N;14626
74050;740505506;FONTE NOVA;6597;14178;140;21.97;N;15924
72630;726305507;ANTARES;5127;8392;111;26.25;N;14650
71480;714805508;CAPIVARI;4605;7820;128;26.42;N;15941
71300;713005509;DEVILLE;5510;8965;100;23.84;N;14668
74745;747455510;CACHOEIRA;5054;13112;112;14.76;N;15921
71050;710505511;MOQUEM;3252;17580;106;17.94;N;16755
71730;717305512;ARAPONGA;64;870;3;4.75;N;15919
75211;752115513;VILA SANTA MARIA;295;3045;39;8.97;N;15927
72821;728215514;SHOPPING;7175;25695;225;39.9;N;14640
75211;752115515;PIQUIRI;85;1122;47;15.1;N;15927
72821;728215516;FAG;3832;12895;110;24.83;N;14640
75405;754055517;ANIS;4427;16565;226;46.17;N;14658
74674;746745518;JUAZEIRO;4986;18828;117;21.48;N;14581
74745;747455519;NUTRIMENTAL;3071;5632;58;9.55;N;15921
74745;747455520;MURICY;2566;29628;108;25.45;N;15921
74050;740505521;CSN;8911;11758;164;33.95;N;15924
75217;752175522;MONTE CASTELO;2683;8186;92;27.54;N;15927
75610;756105523;FUNDAO;881;15430;409;152.99;N;14628
74877;748775524;VIRIATO;3946;20190;99;12.13;N;15564
72821;728215525;VITORIA;5101;14130;107;17.6;N;14640
74877;748775526;ZANLORENZI;5081;25925;161;22.19;N;15564
74745;747455527;SAO PEDRO;3893;21705;69;11.51;N;15921
72589;725895528;MONGE;5972;11845;271;81.07;N;14652
71050;710505529;FRIGOSANTO;3182;19050;117;25.52;N;16755
71050;710505530;AGRICOLA;4852;6675;84;16.64;N;16755
72824;728245531;MARRECO;806;5475;20;4.62;N;14637
74745;747455532;SOMMER;1330;17635;35;9.17;N;15921
71050;710505533;VILA REIS;921;1372;15;6.76;N;16755
72930;729305534;PIONEIRO;1843;15290;183;73.45;N;15928
74090;740905535;SANTA CANDIDA;7021;13232;140;21.09;N;15923
75451;754515536;RAINHA;511;9458;98;115.25;N;14645
72995;729955537;JL;3699;13418;121;17.79;N;15575
75451;754515538;NOVO HORIZONTE;642;7668;146;77.18;N;14645
72560;725605539;AGARAU;1928;39465;408;93.87;N;15938
72996;729965540;CURITIBANO;2257;16275;100;22.89;N;14611
75036;750365541;CEREALISTA;2375;11105;49;10.53;N;16755
75302;753025542;PARANHOS;556;14190;154;94.09;N;15939
72836;728365543;PALMITO DE BAIXO;1187;12962;426;125.25;N;14633
75036;750365544;MATADOURO;796;1012;17;4.21;N;16755
75451;754515545;ARROIO GUACU;396;7312;202;102.52;N;14645
75597;755975546;JABOTI;2974;12512;345;109.11;N;15966
72995;729955547;XAVIER;1571;6382;39;5.62;N;15575
72825;728255548;TAMARINDO;643;15242;82;149.64;N;14636
72836;728365549;POCO FRIO;1914;12495;364;115.11;N;14633
74346;743465551;ALMIRANTE;6501;10392;96;13.17;N;15972
74745;747455553;MARFIM;6396;14025;103;18.98;N;15921
72560;725605555;ANTEX;1;3000;0;0.23;N;15938
74674;746745556;BETONEX;6731;16295;216;38.98;N;14581
72836;728365558;GRAMADOS;1020;6945;390;100.98;N;14633
75599;755995559;PERAL;1730;8668;131;40.35;N;14628
72560;725605560;NACOES;5906;29228;143;30.08;N;15938
75633;756335561;BONITO;1482;13686;811;270.65;N;14652
75325;753255562;CAROLINA;1159;3865;93;21.87;N;14627
74755;747555564;THALIA;2344;18100;70;14.95;N;15922
74755;747555567;CARREFOUR;3095;19197;109;14.66;N;15922
72824;728245568;DANCADOR;3211;8475;90;16.52;N;14637
75036;750365569;LAGOAO;3315;19875;112;14.09;N;16755
71050;710505570;CAVIUNA;2667;22608;185;80.99;N;16755
75094;750945571;CERAPA;2498;11220;189;66.49;N;16755
71805;718055572;COLONIAS;1961;13886;329;103.67;N;14686
71805;718055573;MARTINI;2192;21136;327;96.81;N;14686
71805;718055574;SAMAMBAIA;7851;16232;234;46.38;N;14686
71805;718055575;TREVO;6504;10468;120;20.43;N;14686
71805;718055576;SADIA;152;9688;6;3.44;N;14686
71805;718055578;INSIT;130;5422;35;14.43;N;14686
75317;753175580;CORDEIROS;381;4116;260;118.85;N;14633
74846;748465581;ANGELICA;3913;6182;70;13.05;N;14603
71805;718055582;HERINGER;1;0;0;8.55;N;14686
74760;747605583;FURUKAWA 1;0;13500;0;0.2;N;16774
75082;750825584;CACHOEIRINHA;1541;6212;153;41.64;N;15973
75105;751055585;JACARANDA;1185;12445;331;98.81;N;14578
72090;720905586;JURITI;3830;13410;75;18.32;N;15585
72090;720905587;TUCANOS;5182;12960;127;23.29;N;15585
74685;746855588;TIROL;3475;6518;122;31.79;N;14579
74760;747605589;FURUKAWA 2;0;0;0;0.03;N;16774
72090;720905590;FAISAO;581;4462;14;4.46;N;15585
72090;720905591;SIRIEMA;2986;13798;101;53.74;N;15585
72995;729955592;REBOUCAS;1816;10655;66;8.66;N;15575
72980;729805593;SAO BRAZ;2657;9120;70;13.28;N;15927
72995;729955594;CATEDRAL;780;9050;40;5.52;N;15575
75163;751635597;HORTENCIA;2455;8128;75;14.3;N;16760
72090;720905601;MARACANA;4878;16828;164;35.74;N;15585
72573;725735602;CRAVINEA;1915;8082;51;9.13;N;14658
72100;721005603;LISBOA;2740;5832;65;14.38;N;14698
72100;721005604;EPITACIO;3194;20362;258;79.48;N;14698
75317;753175605;OVELHAS;248;2534;169;74.67;N;14633
72100;721005606;BEIJA-FLOR;2683;16914;327;183.41;N;14698
74685;746855607;RECREIO DA SERRA;3940;15650;203;52.62;N;14579
72841;728415609;TRABALHADOR;4273;17985;159;28.22;N;15576
72841;728415610;PLAZA;4042;14380;127;28.59;N;15576
71480;714805611;PESQUEIRO;95;1420;86;64.38;N;15941
72573;725735613;JASMIM;4263;13250;202;63.2;N;14658
74760;747605614;PARDAL;5842;28140;197;50.13;N;16774
75789;757895615;DIVISA;1590;4580;39;13.63;N;14687
72841;728415616;RODOVIARIA;2900;11412;81;16.02;N;15576
72841;728415618;ARAUCARIA;1795;9715;80;14.79;N;15576
72841;728415619;LIBRA;3580;5482;66;11.74;N;15576
72841;728415620;MORUMBI;4022;6848;80;11.6;N;15576
75819;758195622;ARIZONA;2467;6812;90;42.21;N;14699
72770;727705624;RIO BONITO DO IGUACU;3626;26915;901;380.72;N;14642
75489;754895625;FERNAO DIAS;1955;11186;283;124.36;N;14698
72985;729855626;FLORENCA;7921;10328;149;28.83;N;15573
75489;754895627;ANGULO;120;5018;93;36.07;N;14698
75599;755995628;CONCIOLANDIA;620;8696;418;184.19;N;14628
75599;755995629;ESQUINA GAUCHA;710;9408;514;181.14;N;14628
72380;723805630;CIDADE NORTE;4953;14248;159;25.86;N;15939
72380;723805632;COUNTRY CLUB;900;15477;489;166.28;N;15939
75682;756825633;TELEPAR;2792;8625;139;68.54;N;14698
72849;728495634;ROMENIA;4705;15272;177;38.76;N;14629
75682;756825636;BAIRRO SANTA INES;2599;10095;131;49.53;N;14698
75275;752755637;TAINHA;3215;5970;64;10.46;N;16769
75299;752995638;GUAPORE;3407;23680;367;138.43;N;16764
75134;751345639;DELTA;1629;10400;772;327.58;N;15950
72573;725735640;DENTE DE LEAO;3672;23652;665;235.84;N;14658
74760;747605641;LOBATO;4531;16522;99;22.88;N;16774
74145;741455642;CANARIO;2475;8730;77;13.77;N;16759
75299;752995643;BCM;3890;15702;274;72.64;N;16764
74878;748785645;DEROSSO;5769;16878;118;16.73;N;15578
75299;752995646;ELDORADO;3440;7582;91;15.94;N;16764
75084;750845648;JOTA JOTA;1075;7172;160;150.13;N;16772
75099;750995649;ALVORADA;2833;16690;218;93.37;N;16755
75031;750315650;LEONI;4604;23805;534;160.47;N;14628
75316;753165651;GRAJAU;1852;8060;195;112.86;N;14666
75316;753165652;LIDER;1863;13098;139;43.97;N;14666
75303;753035653;JUSSIARA;2145;7842;233;128.91;N;16772
72380;723805654;CIDADE SUL;3926;14868;140;26.39;N;15939
75303;753035655;PATINHOS;224;3378;225;116.24;N;16772
75409;754095656;ARIRI;1503;3326;82;28.68;N;16772
72867;728675657;DOM PEDRO;10569;19262;197;43.57;N;14621
74880;748805659;BARCELUS;285;3085;16;2.5;N;16766
72581;725815660;CARLOS BORGES;3970;23730;153;25.06;N;15937
72760;727605661;PRUDENTE DE MORAIS;3617;13760;80;8.11;N;15933
74520;745205662;FACELPA;392;19252;15;5.08;N;15971
74880;748805663;DOM ATICO;3122;5368;52;7.76;N;16766
75605;756055664;LARANJEIRAS;1424;9386;148;101.51;N;14698
72824;728245665;TORDA;1392;12778;80;38.53;N;14637
74130;741305666;AFONSO BOTELHO;3872;14335;90;10.34;N;16758
72760;727605667;UNIVERSIDADE;2409;6292;40;4.97;N;15933
72760;727605668;AEROPORTO;1613;9790;57;5.4;N;15933
74520;745205669;FRANCISCO ROCHA;4235;13848;102;14.87;N;15971
72760;727605670;NOVO CENTRO;2539;12328;58;5.21;N;15933
72760;727605671;ALVORADA;3245;5805;61;11.25;N;15933
74130;741305672;ANGELO SAMPAIO;4262;25655;117;9.68;N;16758
74520;745205673;CORONEL DULCIDIO;3545;21802;104;8.64;N;15971
75649;756495674;COROL;2393;18506;228;104.55;N;14698
72760;727605675;PARQUE EXPOSICAO;562;8715;30;7.59;N;15933
72849;728495676;TURQUIA;1000;14703;737;322.85;N;14629
75387;753875677;ARARUVA;2723;5718;101;28.96;N;16755
71300;713005678;QUEBEC;2912;4302;58;14.93;N;14668
72760;727605679;IGUACU;2973;4365;43;5.28;N;15933
72760;727605680;CARINA;6163;24982;151;16.31;N;15933
75655;756555681;GUABIROBA;1646;7018;255;92.54;N;16780
72760;727605682;KAKOGAWA;3799;5182;51;8.35;N;15933
75387;753875684;LEAO DO NORTE;276;12354;187;115.45;N;16755
72410;724105685;CRUZEIRO;3880;11630;223;94.26;N;14662
74674;746745686;IRAI;1;11950;0;2.09;N;14581
72270;722705687;PARQUE DE EXPOSICOES;3452;11512;116;31.09;N;14676
72410;724105688;CATIVA;3517;9609;347;198.83;N;14662
72410;724105689;NUTRIMIL;118;2590;2;2.21;N;14662
72760;727605690;ASPEN;1127;13550;23;4.01;N;15933
74674;746745691;ALPHAVILLE;3487;23325;181;43.96;N;14581
72760;727605692;AVENIDA;2055;5512;35;7.81;N;15933
72760;727605693;GUAIAPO;4412;14170;68;12.93;N;15933
74130;741305694;BENTO VIANA;4550;28220;122;9.32;N;16758
74130;741305695;CARNEIRO LOBO;5544;31885;133;7.96;N;16758
72770;727705696;CAMILAS;5100;11085;132;28.92;N;14642
75181;751815697;MALVA;1235;23518;850;296.47;N;14658
75977;759775702;PRESIDENTE KENNEDY;813;14832;334;116.19;N;15939
71700;717005703;OLIMPICO;547;25135;122;36.6;N;15943
74680;746805704;APUCARANA;5791;6765;87;15.76;N;16767
71700;717005705;TEIXEIRA MENDES;3562;14102;100;16.64;N;15943
72985;729855706;MARISTA;5985;11975;124;18.7;N;15573
72220;722205707;EGITO;1883;38565;620;381.95;N;16768
72985;729855708;UNIVERSIDADE;3407;13602;80;9.99;N;15573
71700;717005709;COLOMBO;218;1260;16;3.78;N;15943
75435;754355710;MAPY;3603;11588;148;71.77;N;14662
71700;717005711;BORBA GATO;3147;5772;47;9.39;N;15943
71700;717005712;PAICANDU;306;29355;70;14.37;N;15943
71700;717005713;BANDEIRANTES;338;18310;69;20.75;N;15943
72985;729855714;CATEDRAL;2841;11185;73;9.45;N;15573
71700;717005715;INDUSTRIAL;564;23220;141;53.71;N;15943
72985;729855716;HIPODROMO;7292;22522;180;35.37;N;15573
72867;728675717;BARCELONA;4850;7732;78;14.48;N;14621
75769;757695718;ALGODOEIRA;2046;8770;170;67.57;N;16772
72867;728675719;BRASIL;5491;6772;65;11.89;N;14621
72867;728675720;VERA CRUZ;8176;23210;178;36.14;N;14621
75204;752045721;IVAI;1111;7475;79;27.86;N;15943
75256;752565722;COLOMY;2032;11668;135;41.85;N;15933
75256;752565725;STA. TEREZINHA;1835;9408;111;45.27;N;15933
75769;757695727;LUNARDELLI;2096;7378;196;100.49;N;16772
72650;726505730;HOSPITAIS;3525;8122;98;20.8;N;16764
75769;757695731;DUQUE DE CAXIAS;2860;10458;280;140.72;N;16772
75329;753295733;CASTRO ALVES;4319;8078;89;19.65;N;15933
75087;750875735;CATUGI;2158;9562;255;155.91;N;14662
75087;750875736;FOGUEIRA;1566;5422;259;114.61;N;14662
75329;753295737;GUADIANA;4947;7930;102;24.79;N;15933
75532;755325738;BELA VISTA;1079;2150;37;11.67;N;15933
75168;751685739;ANCHOVA;1027;2265;28;6.47;N;14657
75019;750195740;JANGADA;326;4176;197;126.62;N;15571
75295;752955741;VARGAS;1819;7356;351;147.57;N;14653
75532;755325742;FLORIANOPOLIS;461;2558;69;48.23;N;15933
75776;757765743;CENTRAL;1884;9732;92;44.33;N;15933
75176;751765744;ANDIRA;2472;6610;96;25.82;N;15943
74680;746805745;ITAMARATI;5400;6052;72;12.61;N;16767
74745;747455746;MIRINGUAVA;2789;28008;559;126.97;N;15921
75176;751765747;AGUA BOA;950;5502;199;112.31;N;15943
74680;746805748;JARDIM PARANAENSE;3796;5385;59;8.3;N;16767
75168;751685749;CUBATAO;1080;6723;365;148.37;N;14657
75176;751765750;IVATUBA;1691;4882;94;41.75;N;15943
74680;746805751;LONDRINA;3103;6012;55;9.79;N;16767
74680;746805752;MARINGA;4847;6982;73;12.26;N;16767
75199;751995753;GETULIO VARGAS;1904;6602;94;45.62;N;15943
75295;752955754;LONDRES;3430;15911;491;172.8;N;14653
75168;751685755;ROBALO;3686;5505;79;15.71;N;14657
75168;751685756;TAMBAQUI;1752;2618;42;11.47;N;14657
74680;746805757;REX;5351;7185;79;13.09;N;16767
75199;751995758;CERAMICA;4511;12695;156;103.34;N;15943
75272;752725759;CASTELO;2344;7038;132;81.22;N;15964
72585;725855760;CASTELO BRANCO;4793;13450;214;71.15;N;14653
72585;725855761;DIVA PROENCA;4683;12320;142;27.99;N;14653
74846;748465762;SINTEKO;1488;15642;36;8.12;N;14603
72650;726505763;AMAZONAS;3075;6932;105;31.79;N;16764
72650;726505764;INDUSTRIAS;4136;19588;301;138.07;N;16764
75329;753295765;PRESIDENTE;2390;12175;208;96.05;N;15933
72970;729705767;SALAZAR;3751;16502;137;19.67;N;15571
74685;746855768;CEDRO;3438;12148;127;41.8;N;14579
72970;729705769;CAMARGO;3675;11435;119;17.52;N;15571
72980;729805770;NOVACKI;567;11485;23;8.24;N;15927
72585;725855771;MANECO;2738;15776;852;355.43;N;14653
72970;729705772;PARIGOT;1572;9162;77;10.11;N;15571
72970;729705773;GAUCHAO;2836;28855;234;47;N;15571
72585;725855774;LUIZ XV;1141;10999;232;133.97;N;14653
72970;729705775;IRODUSA;3145;7320;88;15.69;N;15571
74125;741255778;ORLEANS;8205;10168;119;16.3;N;15579
71180;711805779;ACIOLY;4286;11146;243;53.49;N;14591
75095;750955780;CAMPAO;1;112;0;31.74;N;15953
75384;753845783;BAUXITA;2067;7140;132;42.21;N;15571
75384;753845784;GOIANO;266;4230;182;111.09;N;15571
71805;718055786;FRIGOBRAS;3007;10635;78;13.9;N;14686
75789;757895787;LAGOA DA CRUZ;1891;19438;1013;307.21;N;14687
75262;752625788;QUATIS;585;9208;409;130.92;N;15947
74520;745205789;CHAMPAGNAT;3357;17625;78;6.32;N;15971
75769;757695791;SANTA LUZIA;939;6342;296;164.87;N;16772
71500;715005793;ROSICLER;65;12948;12;8.74;N;16763
71730;717305794;JACANA;884;14476;464;205.68;N;15919
75589;755895795;CAFEZAL;1835;9912;340;159.32;N;15571
74520;745205796;SAO FRANCISCO;2814;11830;75;7.04;N;15971
74520;745205797;VICENTE MACHADO;2572;16780;80;6.56;N;15971
74743;747435798;RIBAS;4813;20290;183;27.53;N;15567
72863;728635799;TERRA BRANCA;1795;14941;788;359.37;N;14623
75859;758595800;AMAZONAS;3064;7672;87;22.16;N;14696
75958;759585801;PIRIANITO;842;9088;287;179.21;N;14665
75997;759975802;LIBERDADE;4091;5975;90;20.4;N;16780
75019;750195803;CARVALHO;1594;3190;62;12.52;N;15571
75997;759975804;BOA VISTA;2476;10791;644;336.39;N;16780
72821;728215805;SANTA CATARINA;4024;22502;119;16.68;N;14640
75710;757105806;DANUBIO;1978;12145;337;118.2;N;14628
75019;750195807;PAULISTANIA;875;7860;185;161.7;N;15571
75094;750940314;MARILANDIA DO SUL;180;3128;172;87.67;N;16755
75274;752740008;ALVORADA DO SUL;3;85;2;7.64;S;14696
74565;745650029;LUIZIANA;4286;32728;848;529.49;N;14582
72570;725700031;CENTENARIO DO SUL;56;3772;46;35.69;N;14659
72380;723800032;CRUZEIRO DO IGUACU;1427;12549;363;143.67;N;15939
72655;726550033;SANTA RITA;1073;16950;314;201.69;N;14645
72970;729700058;CRUZEIRO DO OESTE;936;12645;418;173.8;N;15571
72655;726550076;EXPRESSO SANTA ROSA;0;0;0;30.1;S;14645
75261;752610078;GOIS ARTIGAS;722;7446;421;224.44;N;15565
72585;725850079;GRANDES RIOS;454;6578;231;116.69;N;14653
72830;728300081;PIRACEMA;657;32305;291;242.97;N;14634
72151;721510084;POCINHO;497;5966;385;215.85;N;16757
72240;722400088;IGUACU;8;1670;5;25.76;N;14678
72220;722200089;AUTODROMO;215;21518;122;118.61;N;16768
72380;723800092;EXPRESSO APARECIDA;0;0;0;13.91;S;15939
75890;758900097;BERNARDELLI;3527;18758;247;145.6;N;14672
72573;725730100;ENEAS MARQUES;61;1478;43;26.83;N;14658
72573;725730101;JACUTINGA;1262;22579;775;298.06;N;14658
72190;721900107;JESUITAS;157;6120;135;58.29;N;16756
72100;721000116;PITANGUEIRAS;57;4290;27;26.26;N;14698
72840;728400117;TURVO;2091;33814;1354;645.32;N;14632
75834;758340122;ICARAIMA (SERDOUR.);930;19171;497;377.89;N;15572
72770;727700123;NOVA LARANJEIRAS;3932;34437;2189;1197.93;N;14642
72380;723800129;NOVA PRATA DO IGUACU;1795;28472;1052;458.61;N;15939
72500;725000132;TRES LAGOAS DA FOZ;0;45;1;9.51;S;15577
72770;727700142;RIO TAPERA;1818;16631;622;287.02;N;14642
72800;728000171;OCOY;3381;39609;844;349.21;N;15570
72770;727700172;PORTO BARREIRO;1895;24576;1338;731.13;N;14642
72930;729300177;CONCORDIA;0;0;0;1.61;N;15928
72010;720100188;SAO JOAO DO CAIUA;334;16023;250;217.05;N;15945
